Common_Name,Country,Industry,Sector,mean_DF_E,total_DF_E,Analyst_View,Deforestation_statement,ESG_controversies,Total_news_count_Nodu,mean_news_count,assets,sales,book_equity,net_income,enterprise_value,gp_at,ni_be,ope_be,debt_bev,cash_lt,lt_ppen,debt_at,age
11,Japan,Specialty Chemicals,Materials,0.024649495,0.049298989,"The company is at medium risk of experiencing material financial impacts from ESG factors, due to its medium exposure and average management of material ESG issues. The company is noted for its poor corporate governance performance, which is increasing its overall risk. Furthermore, the company has not experienced significant controversies. Air Water Inc. (Air Water), together with its subsidiaries, operates a diversified portfolio of businesses. In FY2017/2018, the company derived its ordinary income from Industrial gas (34.2%), Medical equipment (21.8), Agriculture and food products (10.3%), Energy (8.3%), Chemicals (3.9%) and Logistics (4%) businesses, among others. Air Water¡¯s strategy for 2018 includes an increased focus on the consolidation of its R&D activities and on the expansion of its overseas businesses. Air Water operates a highly diversified portfolio of products and services: it manufactures and sells industrial and medical gases, chemicals and LNG tank containers, it supplies LNG and it retails electricity, among others. Conducting such energy-intensive businesses exposes the company to increasingly stringent carbon regulations and associated compliance costs. Moreover, given the nature of its products, Air Water faces a variety of regulations aiming to reduce the environmental footprint of industrial gases, electricity, and so on. Failure to meet regulatory requirements may result in mass recalls, or product bans, reducing the company¡¯s earnings. In addition, the handling of hazardous gas and chemical substances exposes Air Water¡¯s employees to health and safety hazards, which may involve injuries and fatalities, operational disruptions and high employee compensation costs. The company's overall exposure is medium and is moderately above subindustry average. Carbon - Products and Services, Carbon - Own Operations and Occupational Health and Safety  are notable material ESG issues. Air Water's overall ESG-related disclosure is not in accordance with GRI reporting standards, lagging behind best practice. The company's ESG-related issues are overseen by the board or the executive team, suggesting that these are integrated in core business strategy. The company's overall management of material ESG issues is average.",none,no,0,0,6609.35260575959,6679.70339918745,2649.25957920748,238.272986146028,5062.42440426487,0.248775467711684,0.0892208622449039,0.256188241840934,0.462117602989786,0.0828750698602663,1.42355990783897,0.308351970573923,420.125
12,United States,Consumer Finance,Financials,0.014360409,0.014360409,"The company is at medium risk of experiencing material financial impacts from ESG factors, due to its medium exposure and average management of material ESG issues. The company is noted for its strong corporate governance performance, which is reducing its overall risk. Furthermore, the company has not experienced significant controversies. Headquartered in Detroit, Ally Financial Inc. (Ally) is a digital financial services company that focuses on automotive dealers and retail customers in the US and Canada. In FY2019, the company generated net revenue through the following segments: Automotive Finance (68.7%), Insurance (20.8%), Corporate Finance (4.4%), Corporate and Other (3.1%), and Mortgage Finance (3%). Ally had its IPO as an independent entity in 2014, formerly having been an arm of General Motors. Ally provides automotive loan financing and leasing to approximately 4.5 million retail customers, who are typically more vulnerable to aggressive marketing strategies. Involvement in predatory or discriminatory lending practices and irregular vehicle repossessions could lead to lawsuits and fines. In addition, Ally collects, processes and stores a large amount of sensitive customer information, such as financial and personal data. Data theft or misuse could result in operational disruptions associated with identifying the fixing breaches, as well as investigations and customer loss. Moreover, due to the large number of vehicle leases and dealer loans, Ally is exposed to risks such as money laundering or credit fraud, which could be difficult to spot in a timely manner. Misconduct could lead to costly fines and reputational damages. The company's overall exposure is medium and is moderately above subindustry average. Business Ethics, Data Privacy and Security and Product Governance  are notable material ESG issues. Ally¡¯s overall ESG-related disclosure follows best practice, signalling strong accountability to investors and the public. The company's ESG-related issues are overseen by a committee, but reporting is insufficient to assess the level of authority in this area. The company's overall management of material ESG issues is average.",none,no,0,0,173167.568181818,10976.5909090909,13016.6590909091,1336.29545454545,48991.542604888,0.0283514691064859,0.103291625985686,0.24951032000069,0.889114341921812,0.0532022885571652,13.6576905260436,0.280224515129822,546.090909090909
13,Mexico,Financials,Financials,16.42917413,16.42917413,"In consideration of the company's low exposure and weak management, we view the company to be at medium risk of material financial impacts driven by ESG factors. It provides deep sea freight transportation services. Companies in this subindustry face the highest risk exposure in the following material ESG issues: Business Ethics, Responsible Finance and Human Capital. The company's disclosure is very poor, signaling inadequate accountability to investors and the public. It lacks policies and programmes to manage risks related to its material ESG issues. Nevertheless, the company has not been implicated in any significant ESG-related controversies.",none,no,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,United States,Health Care Equipment & Supplies,Healthcare,0.03657527,0.03657527,"In consideration of the company's low exposure and weak management, we view the company to be at medium risk of material financial impacts driven by ESG factors. Antares Pharma Inc is a specialty pharmaceutical company. Companies in this subindustry typically face the highest risk exposure to the material ESG issues Product Governance, Business Ethics, and Human Capital. The company's disclosure is very poor, signaling inadequate accountability to investors and the public. It lacks policies and programmes to manage risks related to its material ESG issues. Nevertheless, the company has not been implicated in any significant ESG-related controversies.",none,NA,0,0,112.030475,75.76885,67.60295,-2.99965,436.009308843198,0.364179342329187,-0.21635865,-0.181749889,0.378355512352011,1.96879203998695,2.50364485507666,0.141662202972526,276.1
15,Japan,Beverages,Consumer Staples,2.552578998,10.21031599,"The company is at low risk of experiencing material financial impacts from ESG factors, due to its medium exposure and strong management of material ESG issues. Although the company has a moderate level of controversies, its favourable risk assessment is primarily due to its above average policies and programmes. Japan-based  Asahi Group Holdings (Asahi) manufactures and markets alcoholic beverages and  soft drinks in Japan and overseas. Its main segments are: alcoholic beverages (40.5%  of FY2019 revenue), soft drinks (17.2%), food (5.4%; includes mints, baby food  and freeze-dried food) and overseas (32%; includes alcoholic and non-alcoholic  beverages). The company has been expanding its overseas businesses through  M&A. Recently, it acquired European beer brands Peroni, Grolsch and  Pilsner Urquell. Water is an  important resource for Asahi¡¯s beer brewing activities, as well as for its soft  drinks and food manufacturing. The company¡¯s ability to manage water resources can  have a significant impact on its operations. Furthermore, as a food and  beverage producer, the company is expected to manage risks associated with  product quality and safety. Quality and safety issues, such as food  contamination, could result in reputational damage as well as potential  lawsuits by consumers. The company also needs to manage its exposure to the  societal health impact of its alcoholic products, as well as adhere to various  regional marketing standards related to the sale of alcoholic beverages.  The company's overall exposure is medium and is similar to subindustry average. Product Governance, Resource Use and E&S Impact of Products and Services  are notable material ESG issues. Asahi's  Global Sustainability Committee is chaired by the company's CEO and is responsible  for formulating the group's sustainability policy, determining the  sustainability strategy and making investment decisions regarding  sustainability. The company works to reduce its water use by decreasing the water  that it uses at its manufacturing facilities and promoting water reuse. The  majority of Asahi¡¯s facilities have received food safety certifications.  However, the company did experience one product recall in 2019. In terms of its  product mix, the company is gradually increasing the percentage of non-alcohol  product sales. For example, in 2019, Asahi Breweries Europe¡¯s non-alcoholic  product sales amounted to 4.9%, compared to 3.5% in 2018. The company's overall management of material ESG issues is strong.",none,moderate,0,0,27679.3474748606,17811.8724269257,11973.0644334539,965.483055800369,26832.2780775654,0.294642022137097,0.0835753503572644,0.202965832792802,0.446257310305893,0.033257981049914,2.63479730052313,0.314631356087628,420.125
16,Australia,Household & Personal Products,Consumer Staples,48.66464647,48.66464647,"In consideration of the company's medium exposure and average management, we view the company to be at high risk of material financial impacts driven by ESG factors. It manufactures and distributes personal care and tissue products in Australia and New Zealand across two segments: Retail and B2B. Companies in this subindustry face the highest risk exposure in the following material ESG issues: Product Sustainability, Supply Chain and Business Ethics. The company's disclosure is poor, signaling inadequate accountability to investors and the public. It has some initiatives to manage risks related to material ESG issues, however, the company lacks policies and programmes in key areas. Nevertheless, the company has not been implicated in any significant ESG-related controversies.",none,no,2,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,Indonesia,Food Products,Consumer Staples,34575.1122249413,345751.122249413,"In consideration of the company's high exposure and weak management, we view the company to be at severe risk of material financial impacts driven by ESG factors. It cultivates oil palm plantations and operates several oil palm mills and refineries in Southeast Asia. Companies in this subindustry face the highest risk exposure in the following material ESG issues: Supply Chain, Water Use and Human Capital.  The company's disclosure is poor, signaling inadequate accountability to investors and the public. It lacks policies and programmes to manage risks related to its material ESG issues. Additionally, the company has been involved in a moderate level of ESG-related controversies.",none,moderate,15,1.875,1766.7834868439,1282.02666407338,1202.70435680083,121.335270921943,2067.23928779153,0.213608781056943,0.11035546450727,0.231385900265136,0.228820671688494,0.151930968918667,0.451768259693182,0.188305752235408,420.125
18,United Arab Emirates,Banks,Financials,45.04042878,45.04042878,"The company is at medium risk of experiencing material financial impacts from ESG factors, due to its medium exposure and average management of material ESG issues. The company is noted for its strong corporate governance performance, which is reducing its overall risk. Despite its management policies and programmes, the company has experienced a high level of controversies. Axis Bank Ltd is a full-service bank operating mostly in India. The bank operates under four segments: treasury, corporate/wholesale banking, retail banking, and other banking. Exposure to ethical breaches is mostly derived from the company¡¯s business relations within its value chain, as well as countries of operation and size. These may include political lobbying, conflicts of interest, anti-competitive practices, tax and accounting irregularities and others. The company¡¯s product and service portfolio, as well as its customer base triggers exposure to quality and safety issues. Types of misconduct include unsafe features, insufficient transparency and misleading marketing. The company receives, stores and processes large volumes of sensitive customer data. This triggers exposure to data privacy and security breaches, which may result in regulatory actions, litigation, public scrutiny or loss of customer trust. The company's overall exposure is medium and is moderately above subindustry average. Business Ethics, Data Privacy and Security and Product Governance  are notable material ESG issues. The company has very strong ESG reporting. Despite this, it has assigned responsibility for overseeing ESG issues at the board level. On the contrary, the scope of social supplier standards is weak. For example, they do not include commitments to address child and forced labour. In contrast, the company has set up a strong whistleblower programme and a strong environmental policy is also strong. The company's overall management of material ESG issues is average.",none,high,0,0,107904.349158634,9325.00304526705,10653.4059035304,1037.77354237497,39034.5165957202,NA,0.106008432765876,0.16046073452337,0.677867370313656,0.0946234844523313,174.127064396594,0.165079217190978,420.125
19,Sweden,Trading Companies & Distributors,Industrials,0.033000589,0.033000589,"In consideration of the company's medium exposure and average management, we view the company to be at medium risk of material financial impacts driven by ESG factors. It is a supplier of industrial consumables in Sweden. Companies in this subindustry face the highest risk exposure in the following material ESG issues: Product Sustainability, Supply Chain, Carbon - Own Operations. The company's disclosure is very poor, signaling inadequate accountability to investors and the public. It has some initiatives to manage risks related to material ESG issues, however, the company lacks policies and programmes in key areas. Nevertheless, the company has not been implicated in any significant ESG-related controversies.",none,no,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,Germany,Diversified Chemicals,Materials,12.32665029,49.30660114,"The company is at medium risk of experiencing material financial impacts from ESG factors, due to its medium exposure and strong management of material ESG issues. Notably, its overall risk is higher since it is materially exposed to more ESG issues than most companies in our universe. Despite its strong management policies and programmes, the company has experienced a high level of controversies. BASF, headquartered in Germany, is the worldâ€™s largest chemical company in terms of sales value. In 2020, BASF derived its sales of EUR 59.1 billion from five business segments: surface technologies (28% of sales), materials (18%), chemicals (14%), industrial solutions (13%), agricultural solutions (13%) and nutrition & care (11%). While as of 2020, the company derived around half of its sales from Europe, BASF is investing in rapidly growing emerging markets, including China.   BASF competes in almost every chemical product category, including commodity, specialty, and agricultural chemicals. Since the products it offers often contain substances hazardous to human health or the environment, BASF needs to ensure compliance with a variety of regulations focusing on the negative environmental or social impact of its products. Moreover, the companyâ€™s manufacturing processes may generate toxic waste or release hazardous emissions into the air and water, if appropriate water and emissions filtering systems are not in place. Lastly, the companyâ€™s operations are highly energy intensive, resulting in the release of GHG emissions. BASF is therefore exposed to increasingly stringent carbon regulations and policies, which can increase the companyâ€™s operational costs. China, where BASF is investing heavily, launched a carbon trading system in February 2021. The company's overall exposure is medium and is moderately below subindustry average. Carbon - Own Operations, Emissions, Effluents and Waste and E&S Impact of Products and Services  are notable material ESG issues. BASF has a corporate sustainability board, which is responsible for the companyâ€™s sustainability strategy, initiatives, and targets. Additionally, the performance bonus for members of the Board of Executive Directors takes into consideration whether strategic targets, including sustainability-related targets, are met. However, the company does not disclose the weight that these criteria have on overall compensation. In March 2021, BASF announced a goal to achieve climate neutrality in 2050, and to reduce its GHG emissions by 25% by 2030. The companyâ€™s Verbund process, which uses by-products from one plant as feedstock for another plant, enables energy savings for the company, and reduces emissions and the amount of waste generated. However, BASF has been involved in incidents linked to negative environmental impacts caused by the driftage of its dicamba-based herbicide, Engenia.  The company's overall management of material ESG issues is strong.",none,high,32,4,91769.1935895789,81498.0989328727,41754.2642932001,3683.36409940624,88381.4726749399,0.280412988339674,0.0912497494759664,0.256941947556082,0.374405531363682,0.0702522394147322,2.03335081391623,0.232989236266736,420.125
21,Cayman Islands,Banks,Financials,42.38496409,42.38496409,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,Cayman Islands,Banks,Financials,97.60102078,585.6061247,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
